feature_name,feature_set_config,dataset_name,condition_name,target_name,score,p_value,correlation,selected,feature_group,interpretation,selection_split,selection_scope,feature_grain,train_bearings,held_out_bearing,overlaps_manual_19
"horizontal__fft_coefficient__attr_""real""__coeff_39",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0031029711802372847,0.9474305678856256,-0.0031029711802372847,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 39 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.003017699423557504,0.9488732114482755,-0.003017699423557504,False,time_domain,"horizontal channel cwt coefficients  coeff 8  w 2  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_52",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0030023014139655495,0.949133735805186,0.0030023014139655495,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 52 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_12",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0029901447924133816,0.9493394218041875,-0.0029901447924133816,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 12 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_9",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002980844819900363,0.9494967765224848,0.002980844819900363,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 9 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_27",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0028101210975927707,0.9523857494197461,-0.0028101210975927707,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 27 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0027965468516932823,0.9526154789680902,0.0027965468516932823,False,time_domain,"vertical channel cwt coefficients  coeff 0  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_78",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002764210091624755,0.953162759713422,0.002764210091624755,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 78 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_93",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0026621294887737997,0.9548905574198496,0.0026621294887737997,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 93 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_40",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0026480558453204975,0.9551287821039681,-0.0026480558453204975,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 40 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_96",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002611233248017781,0.9557520973736632,0.002611233248017781,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 96 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_45",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0025422453893376457,0.9569199630663765,-0.0025422453893376457,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 45 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_16",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002537426156684989,0.9570015492498669,-0.002537426156684989,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 16 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_91",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002487988646914701,0.9578385169261401,-0.002487988646914701,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 91 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_81",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002483325670016283,0.9579174626470056,-0.002483325670016283,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 81 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_93",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0024678198956750858,0.9581799834217314,0.0024678198956750858,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 93 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_69",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002440461824714243,0.9586431807114806,-0.002440461824714243,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 69 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.00241429976515506,0.9590861414485804,0.00241429976515506,False,time_domain,"vertical channel cwt coefficients  coeff 12  w 10  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_35",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002358843895395151,0.9600251293607759,-0.002358843895395151,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 35 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_23",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002338966550625227,0.9603617093579694,0.002338966550625227,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 23 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__index_mass_quantile__q_0.1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.002231237360273976,0.9621859920095018,-0.002231237360273976,False,time_domain,horizontal channel index mass quantile  q 0.1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_29",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.00221407198878663,0.9624766883321019,-0.00221407198878663,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 29 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_70",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0020985453926660696,0.9644332637455814,0.0020985453926660696,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 70 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0019951492381650266,0.9661845775888456,0.0019951492381650266,False,time_domain,"vertical channel cwt coefficients  coeff 8  w 2  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_57",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0019666421587006505,0.9666674566319206,-0.0019666421587006505,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 57 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_11",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0019282827400895822,0.9673172428202494,-0.0019282827400895822,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 11 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_53",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0018863312762888835,0.9680279009064234,0.0018863312762888835,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 53 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_3",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0018807795811827761,0.968121948568139,0.0018807795811827761,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 3 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_28",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0018650969361266405,0.968387620457274,0.0018650969361266405,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 28 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_99",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.001820793851079137,0.9691381557804232,-0.001820793851079137,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 99 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_9",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.00177709475668368,0.9698784856354961,-0.00177709475668368,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 9 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_60",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.001774546484206369,0.9699216580942285,0.001774546484206369,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 60 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_37",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0016958963215218162,0.9712541802031948,-0.0016958963215218162,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 37 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0016500162727992862,0.972031535278354,-0.0016500162727992862,False,time_domain,"vertical channel cwt coefficients  coeff 7  w 20  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_35",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0016227583494827832,0.9724933844509962,0.0016227583494827832,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 35 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_34",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0015550463842857716,0.9736407128864687,0.0015550463842857716,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 34 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_92",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0015458711356680045,0.9737961848235644,0.0015458711356680045,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 92 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0014585985563957565,0.9752750422409453,-0.0014585985563957565,False,time_domain,"vertical channel agg linear trend  attr ""stderr""  chunk len 50  f agg ""var"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0014029471542987473,0.9762181148279647,0.0014029471542987473,False,time_domain,"horizontal channel change quantiles  f agg ""var""  isabs True  qh 0.2  ql 0.0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_37",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0013765352960032735,0.9766657037173105,-0.0013765352960032735,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 37 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_63",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0011793160194718177,0.9800081045961481,-0.0011793160194718177,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 63 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0011356196120006726,0.9807487048820924,-0.0011356196120006726,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_21",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0010692542114893006,0.9818735481011683,-0.0010692542114893006,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 21 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_79",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0010394132434199642,0.9823793417239374,-0.0010394132434199642,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 79 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0010338286045448771,0.9824740001246387,0.0010338286045448771,False,time_domain,"vertical channel cwt coefficients  coeff 13  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_37",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.001016295647332261,0.9827711814852731,0.001016295647332261,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 37 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0009984164528904899,0.9830742339759342,-0.0009984164528904899,False,time_domain,"horizontal channel cwt coefficients  coeff 7  w 2  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0009670939675884366,0.9836051561974478,-0.0009670939675884366,False,time_domain,"vertical channel agg linear trend  attr ""slope""  chunk len 50  f agg ""max"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_31",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0007972059193916509,0.9864849117358188,0.0007972059193916509,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 31 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_58",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0007702504417868709,0.9869418484737784,-0.0007702504417868709,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 58 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_79",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0007443512683427253,0.9873808832575667,0.0007443512683427253,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 79 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_87",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0007212971648290104,0.9877716925033736,-0.0007212971648290104,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 87 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__ar_coefficient__coeff_7__k_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0006255750131255684,0.9893943883846975,-0.0006255750131255684,False,time_domain,vertical channel ar coefficient  coeff 7  k 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__energy_ratio_by_chunks__num_segments_10__segment_focus_6,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0006185933999692969,0.9895127435013509,-0.0006185933999692969,False,energy,horizontal channel energy ratio by chunks  num segments 10  segment focus 6 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__ar_coefficient__coeff_0__k_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0005689401461514183,0.9903544919304608,0.0005689401461514183,False,time_domain,horizontal channel ar coefficient  coeff 0  k 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_80",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0005603291263563692,0.9905004716435684,0.0005603291263563692,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 80 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_41",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0005596015934047819,0.990512805278806,-0.0005596015934047819,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 41 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_76",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0005384920506476311,0.9908706696298268,0.0005384920506476311,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 76 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_74",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.00035955779262730075,0.9939041598990009,0.00035955779262730075,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 74 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_13",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,7.725067759191554e-05,0.9986903019676618,7.725067759191554e-05,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 13 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_80",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,6.077556790051671e-05,0.9989696186784355,-6.077556790051671e-05,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 80 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_75",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,3.77851705488441e-05,0.9993593948698937,3.77851705488441e-05,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 75 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_28",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,3.190761538340818e-05,0.9994590422000186,3.190761538340818e-05,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 28 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,1.7904001169864885e-05,0.9996964577429548,1.7904001169864885e-05,False,time_domain,"vertical channel cwt coefficients  coeff 6  w 20  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__large_standard_deviation__r_0.6000000000000001,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.6000000000000001 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
