feature_name,feature_set_config,dataset_name,condition_name,target_name,score,p_value,correlation,selected,feature_group,interpretation,selection_split,selection_scope,feature_grain,train_bearings,held_out_bearing,overlaps_manual_19
"horizontal__fft_coefficient__attr_""abs""__coeff_4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.034533702879896745,0.46294289830631874,0.034533702879896745,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_47",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03441389582402984,0.4644972602822758,-0.03441389582402984,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 47 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03433717770114252,0.46549410986965967,0.03433717770114252,False,time_domain,"horizontal channel change quantiles  f agg ""var""  isabs False  qh 1.0  ql 0.6 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_99",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03430086396608668,0.46596637123564044,-0.03430086396608668,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 99 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_51",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03420484268319821,0.46721640819768673,-0.03420484268319821,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 51 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_91",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03416686758404549,0.4677112915879543,0.03416686758404549,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 91 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_42",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03415982868889209,0.46780305276150913,-0.03415982868889209,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 42 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_50",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03410554010648159,0.4685111091254616,-0.03410554010648159,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 50 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__linear_trend__attr_""intercept""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03409782426395051,0.4686117906185736,-0.03409782426395051,False,time_domain,"vertical channel linear trend  attr ""intercept"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__linear_trend__attr_""rvalue""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.034097824263950485,0.46861179061857383,0.034097824263950485,False,time_domain,"vertical channel linear trend  attr ""rvalue"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__linear_trend__attr_""slope""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03409782426395047,0.46861179061857416,0.03409782426395047,False,time_domain,"vertical channel linear trend  attr ""slope"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03408889730709735,0.46872829043574105,0.03408889730709735,False,time_domain,"horizontal channel cwt coefficients  coeff 3  w 10  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03405007202011026,0.4692351593903588,-0.03405007202011026,False,time_domain,"horizontal channel change quantiles  f agg ""mean""  isabs True  qh 0.4  ql 0.0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"horizontal__fft_coefficient__attr_""abs""__coeff_38",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03401614388540376,0.46967834266338104,0.03401614388540376,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 38 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.033978483179631085,0.4701705522359906,0.033978483179631085,False,time_domain,"vertical channel agg linear trend  attr ""slope""  chunk len 5  f agg ""mean"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__fft_coefficient__attr_""angle""__coeff_15",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03386923443007733,0.4715999928475188,-0.03386923443007733,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 15 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_82",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03383271923700014,0.47207829960383446,0.03383271923700014,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 82 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_19",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.033814367721927634,0.4723187837577176,-0.033814367721927634,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 19 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_10",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03380953497314509,0.4723821248375057,-0.03380953497314509,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 10 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_49",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.033775092824778474,0.47283368055458347,0.033775092824778474,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 49 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_34",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.033677782237691065,0.4741107552471244,0.033677782237691065,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 34 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_77",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03360162703010584,0.4751115094386033,0.03360162703010584,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 77 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_25",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.033574795806883974,0.4754643731187565,-0.033574795806883974,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 25 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_41",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03356895907077641,0.4755411523682822,0.03356895907077641,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 41 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__ar_coefficient__coeff_5__k_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03356472414329066,0.47559686489533903,0.03356472414329066,False,time_domain,horizontal channel ar coefficient  coeff 5  k 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__quantile__q_0.1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03346070336182332,0.47696642829992836,0.03346070336182332,False,time_domain,vertical channel quantile  q 0.1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03341370911491376,0.47758587121707546,0.03341370911491376,False,time_domain,"vertical channel cwt coefficients  coeff 7  w 10  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.033372822626256446,0.4781251628522521,-0.033372822626256446,False,time_domain,"horizontal channel cwt coefficients  coeff 5  w 20  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03332400788105745,0.47876946224731587,0.03332400788105745,False,time_domain,"vertical channel cwt coefficients  coeff 9  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_75",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03330369913478104,0.4790376538674951,-0.03330369913478104,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 75 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__ar_coefficient__coeff_6__k_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.033298048299243925,0.4791122917557029,-0.033298048299243925,False,time_domain,horizontal channel ar coefficient  coeff 6  k 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0332306219482942,0.48000336672124594,-0.0332306219482942,False,time_domain,"horizontal channel cwt coefficients  coeff 12  w 2  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__time_reversal_asymmetry_statistic__lag_3,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03278933071871099,0.4858574399002686,-0.03278933071871099,False,time_domain,horizontal channel time reversal asymmetry statistic  lag 3 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_5",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.032690806340638576,0.4871696800350985,-0.032690806340638576,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 5 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_98",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03268294579812013,0.4872744562281846,-0.03268294579812013,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 98 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__partial_autocorrelation__lag_7,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03267246155962633,0.48741422354680347,-0.03267246155962633,False,time_domain,vertical channel partial autocorrelation  lag 7 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_63",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03261960658197032,0.4881191714011803,-0.03261960658197032,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 63 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_72",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0325842170072654,0.4885914824045636,0.0325842170072654,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 72 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__number_peaks__n_3,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.032550089818047086,0.4890471779885562,-0.032550089818047086,False,time_domain,vertical channel number peaks  n 3 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"horizontal__fft_coefficient__attr_""angle""__coeff_76",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03253829538608695,0.4892047204312923,-0.03253829538608695,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 76 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
